#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"linkage group LG1","NC_042997.1",103296544,103325925,"+",115214942,"LOC115214942","-","XP_029639899.1",297,"carbonic anhydrase 2-like isoform X2"
"linkage group LG1","NC_042997.1",103344165,103373562,"-",115214885,"LOC115214885","-","XP_029639778.1",998,"balbiani ring protein 3-like"
"linkage group LG1","NC_042997.1",103470487,103478583,"+",115218791,"LOC115218791","-","XP_029644589.1",186,"28S ribosomal protein S23, mitochondrial-like"
"linkage group LG1","NC_042997.1",103713980,103715285,"-",115219071,"LOC115219071","-","XP_029645031.1",203,"E3 ubiquitin-protein ligase RNF12-B-like"
"linkage group LG1","NC_042997.1",104189451,104189786,"+",115219150,"LOC115219150","-","XP_029645152.1",111,"uncharacterized protein LOC115219150"
"linkage group LG1","NC_042997.1",104761049,104766978,"-",115219234,"LOC115219234","-","XP_029645275.1",514,"iroquois-class homeodomain protein irx-3-like"
"linkage group LG1","NC_042997.1",105108348,105111266,"+",115219328,"LOC115219328","-","XP_029645381.1",138,"uncharacterized protein LOC115219328"
"linkage group LG1","NC_042997.1",105388690,105389343,"+",115219432,"LOC115219432","-","XP_029645492.1",217,"uncharacterized protein LOC115219432"
"linkage group LG1","NC_042997.1",106228438,106390018,"+",115211160,"LOC115211160","-","XP_029635955.1",506,"ankyrin repeat domain-containing protein SOWAHB-like isoform X2"
"linkage group LG1","NC_042997.1",106228438,106390018,"+",115211160,"LOC115211160","-","XP_029635954.1",507,"ankyrin repeat domain-containing protein SOWAHB-like isoform X1"
"linkage group LG1","NC_042997.1",106228438,106375901,"+",115211160,"LOC115211160","-","XP_029635956.1",387,"ankyrin repeat domain-containing protein SOWAHB-like isoform X3"
"linkage group LG1","NC_042997.1",106228438,106355416,"+",115211160,"LOC115211160","-","XP_029635957.1",385,"ankyrin repeat domain-containing protein SOWAHB-like isoform X4"
"linkage group LG5","NC_043001.1",99462746,99483863,"+",115212400,"LOC115212400","-","XP_029637152.1",565,"uncharacterized protein DDB_G0289357-like"
"linkage group LG5","NC_043001.1",99526381,99533595,"+",115211753,"LOC115211753","-","XP_029636264.1",2404,"uncharacterized protein LOC115211753"
"linkage group LG5","NC_043001.1",99621937,99655600,"+",115212004,"LOC115212004","-","XP_029636653.1",236,"ropporin-1-like protein isoform X1"
"linkage group LG5","NC_043001.1",99636211,99655600,"+",115212004,"LOC115212004","-","XP_029636654.1",225,"ropporin-1-like protein isoform X2"
"linkage group LG5","NC_043001.1",99665574,99667343,"+",115212227,"LOC115212227","-","XP_029636926.1",589,"SCAN domain-containing protein 3-like"
"linkage group LG5","NC_043001.1",99722227,99813654,"-",115212229,"LOC115212229","-","XP_029636927.1",593,"uncharacterized protein LOC115212229"
"linkage group LG5","NC_043001.1",100866951,100993474,"+",115212230,"LOC115212230","-","XP_029636928.1",195,"general transcription factor II-I repeat domain-containing protein 2A-like"
"linkage group LG5","NC_043001.1",102903331,102906525,"+",115212232,"LOC115212232","-","XP_029636931.1",1064,"uncharacterized protein LOC115212232"
"linkage group LG5","NC_043001.1",102917480,103007679,"-",115212233,"LOC115212233","-","XP_029636932.1",104,"serine/threonine-protein kinase greatwall-like"
"linkage group LG5","NC_043001.1",103026758,103047779,"+",115212082,"LOC115212082","-","XP_029636768.1",588,"transmembrane 7 superfamily member 3-like"
"linkage group LG5","NC_043001.1",103062158,103063666,"-",115211840,"LOC115211840","-","XP_029636417.1",502,"zinc finger protein OZF-like"
"linkage group LG5","NC_043001.1",103076623,103098301,"-",115211917,"LOC115211917","-","XP_029636525.1",751,"SET and MYND domain-containing protein 4-like"
"linkage group LG5","NC_043001.1",103113073,103142289,"+",115212067,"LOC115212067","-","XP_029636734.1",817,"uncharacterized protein LOC115212067 isoform X1"
"linkage group LG5","NC_043001.1",103113073,103142289,"+",115212067,"LOC115212067","-","XP_029636736.1",811,"uncharacterized protein LOC115212067 isoform X2"
"linkage group LG5","NC_043001.1",103284834,103286093,"-",115212234,"LOC115212234","-","XP_029636933.1",419,"uncharacterized protein LOC115212234"
"linkage group LG5","NC_043001.1",103364750,103374777,"+",115212395,"LOC115212395","-","XP_029637143.1",116,"uncharacterized protein LOC115212395"
"linkage group LG5","NC_043001.1",103406241,103458362,"+",115211826,"LOC115211826","-","XP_029636395.1",393,"cholinephosphotransferase 1-like"
"linkage group LG5","NC_043001.1",103546781,103568807,"-",115211980,"LOC115211980","-","XP_029636615.1",176,"zinc finger and BTB domain-containing protein 4-like"
"linkage group LG5","NC_043001.1",104224767,104242637,"+",115211671,"LOC115211671","-","XP_029636171.1",114,"E3 ubiquitin-protein ligase At3g02290-like"
"linkage group LG5","NC_043001.1",104245859,104299659,"-",115211660,"LOC115211660","-","XP_029636156.1",942,"SCY1-like protein 2"
"linkage group LG5","NC_043001.1",104334035,104492024,"-",115212235,"LOC115212235","-","XP_029636934.1",946,"uncharacterized protein LOC115212235"
"linkage group LG5","NC_043001.1",104583212,104644210,"-",115212418,"LOC115212418","-","XP_029637187.1",447,"uncharacterized protein LOC115212418"
"linkage group LG5","NC_043001.1",104671455,104713237,"+",115212304,"LOC115212304","-","XP_029637016.1",368,"NSFL1 cofactor p47-like isoform X1"
"linkage group LG5","NC_043001.1",104671455,104713237,"+",115212304,"LOC115212304","-","XP_029637017.1",338,"NSFL1 cofactor p47-like isoform X2"
"linkage group LG1","NC_042997.1",106405921,106406427,"+",115219626,"LOC115219626","-","XP_029645678.1",168,"trophoblast glycoprotein-like, partial"
"linkage group LG1","NC_042997.1",106406536,106428538,"+",115219742,"LOC115219742","-","XP_029645835.1",912,"LOW QUALITY PROTEIN: toll-like receptor 4"
"linkage group LG1","NC_042997.1",106437190,106441940,"+",115219726,"LOC115219726","-","XP_029645805.1",827,"toll-like receptor 4"
"linkage group LG1","NC_042997.1",106446591,106449957,"+",115219708,"LOC115219708","-","XP_029645787.1",226,"uncharacterized protein LOC115219708"
"linkage group LG1","NC_042997.1",106460445,106465193,"+",115219732,"LOC115219732","-","XP_029645817.1",827,"toll-like receptor 4"
"linkage group LG1","NC_042997.1",106481349,106494738,"-",115215386,"LOC115215386","-","XP_029640408.1",824,"toll-like receptor 4"
"linkage group LG1","NC_042997.1",106525697,106585347,"-",115216762,"LOC115216762","-","XP_029642189.1",558,"folylpolyglutamate synthase, mitochondrial-like"
"linkage group LG1","NC_042997.1",106852119,106950645,"+",115214979,"LOC115214979","-","XP_029639942.1",412,"uncharacterized protein LOC115214979 isoform X1"
"linkage group LG1","NC_042997.1",106901584,106950645,"+",115214979,"LOC115214979","-","XP_029639949.1",410,"uncharacterized protein LOC115214979 isoform X2"
"linkage group LG1","NC_042997.1",107047885,107051833,"+",115219932,"LOC115219932","-","XP_029646128.1",215,"putative zinc finger protein 56"
"linkage group LG1","NC_042997.1",107134209,107134793,"+",115220029,"LOC115220029","-","XP_029646193.1",194,"uncharacterized protein LOC115220029"
"linkage group LG1","NC_042997.1",107194391,107290942,"+",115209716,"LOC115209716","-","XP_029634074.1",776,"serine/threonine-protein kinase A-Raf-like isoform X1"
"linkage group LG1","NC_042997.1",107194391,107290942,"+",115209716,"LOC115209716","-","XP_029634098.1",745,"serine/threonine-protein kinase A-Raf-like isoform X4"
"linkage group LG1","NC_042997.1",107194391,107290942,"+",115209716,"LOC115209716","-","XP_029634082.1",761,"serine/threonine-protein kinase A-Raf-like isoform X2"
"linkage group LG1","NC_042997.1",107227373,107290942,"+",115209716,"LOC115209716","-","XP_029634091.1",747,"serine/threonine-protein kinase A-Raf-like isoform X3"
"linkage group LG1","NC_042997.1",107309784,107353094,"-",115213803,"LOC115213803","-","XP_029638536.1",314,"uncharacterized protein LOC115213803"
"linkage group LG1","NC_042997.1",107386560,107421404,"+",115214693,"LOC115214693","-","XP_029639621.1",481,"protein SHQ1 homolog isoform X1"
"linkage group LG1","NC_042997.1",107386618,107421404,"+",115214693,"LOC115214693","-","XP_029639622.1",442,"protein SHQ1 homolog isoform X2"
"linkage group LG1","NC_042997.1",107421542,107453970,"-",115214719,"LOC115214719","-","XP_029639623.1",320,"uncharacterized protein LOC115214719"
"linkage group LG1","NC_042997.1",107460537,107470473,"+",115214305,"LOC115214305","-","XP_029639338.1",200,"uncharacterized protein C1orf109-like"
"linkage group LG1","NC_042997.1",107460537,107470473,"+",115214305,"LOC115214305","-","XP_029639346.1",200,"uncharacterized protein C1orf109-like"
"linkage group LG1","NC_042997.1",107484761,107593330,"+",115213270,"LOC115213270","-","XP_029638064.1",304,"calbindin-32-like"
"linkage group LG1","NC_042997.1",107672462,107682574,"-",115218394,"LOC115218394","-","XP_029644044.1",180,"biogenesis of lysosome-related organelles complex 1 subunit 4-like"
"linkage group LG1","NC_042997.1",107689889,107700455,"-",115217029,"LOC115217029","-","XP_029642441.1",250,"origin recognition complex subunit 6-like"
"linkage group LG5","NC_043001.1",104741070,104798010,"-",115211825,"LOC115211825","-","XP_029636394.1",506,"glycoprotein 3-alpha-L-fucosyltransferase A-like"
"linkage group LG5","NC_043001.1",105384704,105390351,"-",115212237,"LOC115212237","-","XP_029636936.1",1059,"uncharacterized protein LOC115212237"
"linkage group LG5","NC_043001.1",106556807,106557199,"-",115212238,"LOC115212238","-","XP_029636937.1",130,"uncharacterized protein LOC115212238"
"linkage group LG5","NC_043001.1",106700127,106716692,"-",115212298,"LOC115212298","-","XP_029637006.1",727,"H/ACA ribonucleoprotein complex non-core subunit NAF1-like"
"linkage group LG5","NC_043001.1",106717161,106727096,"+",115212299,"LOC115212299","-","XP_029637007.1",204,"mitochondrial import inner membrane translocase subunit Tim23-like"
"linkage group LG5","NC_043001.1",106732115,106745981,"+",115212014,"LOC115212014","-","XP_029636666.1",119,"coiled-coil-helix-coiled-coil-helix domain-containing protein 1-like"
"linkage group LG5","NC_043001.1",106781946,106803354,"-",115212239,"LOC115212239","-","XP_029636938.1",369,"bone morphogenetic protein 5-like"
"linkage group LG5","NC_043001.1",107011845,107056549,"+",115211697,"LOC115211697","-","XP_029636207.1",1457,"ubiquitin carboxyl-terminal hydrolase 36-like"
"linkage group LG5","NC_043001.1",107011845,107056549,"+",115211697,"LOC115211697","-","XP_029636208.1",1457,"ubiquitin carboxyl-terminal hydrolase 36-like"
"linkage group LG5","NC_043001.1",107102866,107112005,"+",115211963,"LOC115211963","-","XP_029636589.1",375,"galactoside 2-alpha-L-fucosyltransferase 2-like"
"linkage group LG5","NC_043001.1",107336601,107338707,"-",115212240,"LOC115212240","-","XP_029636939.1",285,"craniofacial development protein 2-like"
"linkage group LG5","NC_043001.1",107682466,107908535,"+",115212417,"LOC115212417","-","XP_029637186.1",177,"uncharacterized protein LOC115212417"
"linkage group LG5","NC_043001.1",108058635,108077031,"-",115212033,"LOC115212033","-","XP_029636693.1",362,"retinol dehydrogenase 7-like"
"linkage group LG5","NC_043001.1",108117109,108127217,"-",115212083,"LOC115212083","-","XP_029636769.1",422,"melatonin receptor type 1B-like"
"linkage group LG5","NC_043001.1",108156642,108171963,"+",115211978,"LOC115211978","-","XP_029636614.1",317,"tRNA methyltransferase 10 homolog A-like"
"linkage group LG5","NC_043001.1",108186324,108379662,"-",115211582,"LOC115211582","-","XP_029636000.1",3652,"WD repeat and FYVE domain-containing protein 3-like"
"linkage group LG5","NC_043001.1",108522004,108541987,"+",115212361,"LOC115212361","-","XP_029637093.1",1055,"SUMO-specific isopeptidase USPL1-like isoform X1"
"linkage group LG5","NC_043001.1",108526883,108541987,"+",115212361,"LOC115212361","-","XP_029637095.1",1044,"SUMO-specific isopeptidase USPL1-like isoform X2"
"linkage group LG5","NC_043001.1",108551728,108599500,"-",115212382,"LOC115212382","-","XP_029637122.1",398,"beta-arrestin-1-like"
"linkage group LG5","NC_043001.1",108661567,108662889,"-",115212343,"LOC115212343","-","XP_029637069.1",440,"protein farnesyltransferase subunit beta-like"
"linkage group LG5","NC_043001.1",108683296,108684777,"+",115212052,"LOC115212052","-","XP_029636721.1",493,"histone acetyltransferase KAT5-like"
"linkage group LG5","NC_043001.1",108694049,108703851,"-",115212301,"LOC115212301","-","XP_029637009.1",406,"uncharacterized protein C7orf26 homolog"
"linkage group LG5","NC_043001.1",108721713,108729494,"+",115212008,"LOC115212008","-","XP_029636657.1",248,"exosome complex component RRP41-like"
"linkage group LG5","NC_043001.1",109342840,109425767,"+",115212296,"LOC115212296","-","XP_029637001.1",527,"uncharacterized protein LOC115212296"
"linkage group LG1","NC_042997.1",107700733,107738657,"+",115209450,"LOC115209450","-","XP_029633737.1",823,"vacuolar protein sorting-associated protein 35-like isoform X1"
"linkage group LG1","NC_042997.1",107700733,107738657,"+",115209450,"LOC115209450","-","XP_029633745.1",815,"vacuolar protein sorting-associated protein 35-like isoform X2"
"linkage group LG1","NC_042997.1",107767180,107784160,"+",115210685,"LOC115210685","-","XP_029635227.1",315,"selenide, water dikinase-like"
"linkage group LG1","NC_042997.1",107805460,107910873,"-",115218890,"LOC115218890","-","XP_029644749.1",557,"sodium-dependent multivitamin transporter-like"
"linkage group LG1","NC_042997.1",107994094,108024087,"+",115219061,"LOC115219061","-","XP_029644979.1",470,"MTOR-associated protein MEAK7-like"
"linkage group LG1","NC_042997.1",108244231,108364184,"+",115210633,"LOC115210633","-","XP_029635142.1",620,"protein UBASH3A homolog isoform X1"
"linkage group LG1","NC_042997.1",108244231,108364184,"+",115210633,"LOC115210633","-","XP_029635150.1",620,"protein UBASH3A homolog isoform X1"
"linkage group LG1","NC_042997.1",108245618,108364184,"+",115210633,"LOC115210633","-","XP_029635159.1",591,"protein UBASH3A homolog isoform X2"
"linkage group LG1","NC_042997.1",108494771,108590658,"+",115209072,"LOC115209072","-","XP_029633024.1",367,"mitogen-activated protein kinase 1-like"
"linkage group LG1","NC_042997.1",108602290,108624877,"-",115217158,"LOC115217158","-","XP_029642643.1",281,"probable 18S rRNA (guanine-N(7))-methyltransferase"
"linkage group LG1","NC_042997.1",108625091,108625960,"+",115217151,"LOC115217151","-","XP_029642630.1",289,"uncharacterized protein LOC115217151"
"linkage group LG1","NC_042997.1",108634529,108664676,"-",115212978,"LOC115212978","-","XP_029637706.1",618,"guanine nucleotide-binding protein-like 3 homolog"
"linkage group LG1","NC_042997.1",109930302,109953471,"+",115218050,"LOC115218050","-","XP_029643672.1",683,"protein prickle-like"
"linkage group LG1","NC_042997.1",110339841,110340296,"+",115220390,"LOC115220390","-","XP_029646406.1",151,"uncharacterized protein LOC115220390"
"linkage group LG1","NC_042997.1",110361597,110384100,"-",115213835,"LOC115213835","-","XP_029638599.1",567,"DNA-(apurinic or apyrimidinic site) lyase 2-like"
"linkage group LG1","NC_042997.1",110391704,110406959,"-",115219361,"LOC115219361","-","XP_029645386.1",146,"ubiquitin-like protein 4A"
"linkage group LG1","NC_042997.1",110419732,110494066,"+",115217895,"LOC115217895","-","XP_029643477.1",1567,"C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"linkage group LG1","NC_042997.1",110512264,110585537,"-",115216749,"LOC115216749","-","XP_029642163.1",926,"cytosolic 10-formyltetrahydrofolate dehydrogenase-like"
"linkage group LG1","NC_042997.1",110662631,110773905,"+",115218403,"LOC115218403","-","XP_029644056.1",437,"synaptic vesicle membrane protein VAT-1 homolog-like isoform X1"
"linkage group LG1","NC_042997.1",110662631,110773905,"+",115218403,"LOC115218403","-","XP_029644065.1",429,"synaptic vesicle membrane protein VAT-1 homolog-like isoform X2"
"linkage group LG1","NC_042997.1",110662631,110773905,"+",115218403,"LOC115218403","-","XP_029644074.1",427,"synaptic vesicle membrane protein VAT-1 homolog-like isoform X3"
"linkage group LG1","NC_042997.1",110662631,110773905,"+",115218403,"LOC115218403","-","XP_029644082.1",419,"synaptic vesicle membrane protein VAT-1 homolog-like isoform X4"
"linkage group LG1","NC_042997.1",110796500,110815511,"-",115211723,"LOC115211723","-","XP_029636241.1",202,"peptidyl-prolyl cis-trans isomerase B-like"
"linkage group LG1","NC_042997.1",110846084,110885660,"+",115211585,"LOC115211585","-","XP_029636006.1",356,"UDP-galactose translocator-like isoform X1"
"linkage group LG5","NC_043001.1",109501018,109527641,"+",115211919,"LOC115211919","-","XP_029636528.1",964,"uncharacterized protein LOC115211919"
"linkage group LG5","NC_043001.1",109982202,109985022,"-",115212244,"LOC115212244","-","XP_029636941.1",158,"uncharacterized protein LOC115212244"
"linkage group LG5","NC_043001.1",110046139,110089717,"-",115212419,"LOC115212419","-","XP_029637188.1",114,"uncharacterized protein LOC115212419"
"linkage group LG5","NC_043001.1",111894172,111938335,"-",115211916,"LOC115211916","-","XP_029636524.1",223,"LWamide neuropeptides-like"
"linkage group LG5","NC_043001.1",112395012,112395953,"+",115212245,"LOC115212245","-","XP_029636942.1",313,"microtubule-associated protein RP/EB family member 1-like"
"linkage group LG5","NC_043001.1",112733875,113130065,"+",115212087,"LOC115212087","-","XP_029636775.1",779,"E3 ubiquitin-protein ligase PDZRN3-like isoform X2"
"linkage group LG5","NC_043001.1",112864950,113130065,"+",115212087,"LOC115212087","-","XP_029636776.1",776,"E3 ubiquitin-protein ligase PDZRN3-like isoform X3"
"linkage group LG5","NC_043001.1",112871987,113130065,"+",115212087,"LOC115212087","-","XP_029636774.1",793,"E3 ubiquitin-protein ligase PDZRN3-like isoform X1"
"linkage group LG5","NC_043001.1",112925812,113130065,"+",115212087,"LOC115212087","-","XP_029636777.1",735,"E3 ubiquitin-protein ligase PDZRN3-like isoform X4"
"linkage group LG5","NC_043001.1",115467071,115481842,"+",115211935,"LOC115211935","-","XP_029636546.1",271,"E3 ubiquitin-protein ligase MIB2-like isoform X1"
"linkage group LG5","NC_043001.1",115467071,115481842,"+",115211935,"LOC115211935","-","XP_029636547.1",267,"E3 ubiquitin-protein ligase MIB2-like isoform X2"
"linkage group LG5","NC_043001.1",115506302,115571190,"+",115212246,"LOC115212246","-","XP_029636944.1",414,"uncharacterized protein LOC115212246"
"linkage group LG5","NC_043001.1",115583586,115641333,"+",115212247,"LOC115212247","-","XP_029636945.1",265,"uncharacterized protein LOC115212247"
"linkage group LG5","NC_043001.1",115649171,115649536,"+",115212248,"LOC115212248","-","XP_029636946.1",121,"histone-lysine N-methyltransferase SETMAR-like"
"linkage group LG5","NC_043001.1",115676756,115763606,"-",115212249,"LOC115212249","-","XP_029636947.1",511,"uncharacterized protein LOC115212249"
"linkage group LG5","NC_043001.1",115910723,115960668,"+",115212327,"LOC115212327","-","XP_029637051.1",452,"uncharacterized protein LOC115212327"
"linkage group LG5","NC_043001.1",116043285,116115136,"+",115211982,"LOC115211982","-","XP_029636618.1",1233,"contactin-like"
"linkage group LG5","NC_043001.1",116043285,116115136,"+",115211982,"LOC115211982","-","XP_029636620.1",1233,"contactin-like"
"linkage group LG5","NC_043001.1",116138059,116668708,"-",115211592,"LOC115211592","-","XP_029636020.1",1032,"FYVE, RhoGEF and PH domain-containing protein 2-like isoform X1"
"linkage group LG5","NC_043001.1",116138059,116491391,"-",115211592,"LOC115211592","-","XP_029636021.1",949,"FYVE, RhoGEF and PH domain-containing protein 2-like isoform X2"
"linkage group LG5","NC_043001.1",116138059,116387452,"-",115211592,"LOC115211592","-","XP_029636023.1",900,"FYVE, RhoGEF and PH domain-containing protein 2-like isoform X4"
"linkage group LG5","NC_043001.1",116138059,116319285,"-",115211592,"LOC115211592","-","XP_029636022.1",904,"FYVE, RhoGEF and PH domain-containing protein 2-like isoform X3"
"linkage group LG5","NC_043001.1",116700580,116751425,"-",115212365,"LOC115212365","-","XP_029637100.1",1027,"PAX-interacting protein 1-like"
"linkage group LG5","NC_043001.1",116762941,116775332,"+",115211780,"LOC115211780","-","XP_029636318.1",347,"DDB1- and CUL4-associated factor 7"
"linkage group LG1","NC_042997.1",110874957,110885660,"+",115211585,"LOC115211585","-","XP_029636014.1",313,"UDP-galactose translocator-like isoform X2"
"linkage group LG1","NC_042997.1",110874957,110885660,"+",115211585,"LOC115211585","-","XP_029636024.1",313,"UDP-galactose translocator-like isoform X2"
"linkage group LG1","NC_042997.1",110874957,110885660,"+",115211585,"LOC115211585","-","XP_029636032.1",313,"UDP-galactose translocator-like isoform X2"
"linkage group LG1","NC_042997.1",110951546,110970483,"+",115218240,"LOC115218240","-","XP_029643832.1",155,"inhibitor of nuclear factor kappa-B kinase subunit epsilon-like"
"linkage group LG1","NC_042997.1",110985123,111047726,"-",115208818,"LOC115208818","-","XP_029632968.1",1004,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like isoform X2"
"linkage group LG1","NC_042997.1",110985123,111047660,"-",115208818,"LOC115208818","-","XP_029632967.1",1009,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like isoform X1"
"linkage group LG1","NC_042997.1",110985123,111045100,"-",115208818,"LOC115208818","-","XP_029632969.1",994,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like isoform X3"
"linkage group LG1","NC_042997.1",110985123,111031283,"-",115208818,"LOC115208818","-","XP_029632970.1",816,"serine/threonine-protein phosphatase 4 regulatory subunit 1-like isoform X4"
"linkage group LG1","NC_042997.1",111185479,111186409,"-",115220485,"LOC115220485","-","XP_029646514.1",181,"uncharacterized protein LOC115220485"
"linkage group LG1","NC_042997.1",111500742,111609359,"-",115215710,"LOC115215710","-","XP_029640866.1",591,"RING finger and SPRY domain-containing protein 1-like"
"linkage group LG1","NC_042997.1",111519717,111521045,"+",115215721,"LOC115215721","-","XP_029640877.1",442,"uncharacterized protein LOC115215721"
"linkage group LG1","NC_042997.1",111752986,111775680,"+",115219098,"LOC115219098","-","XP_029645035.1",142,"uncharacterized protein C5orf49 homolog"
"linkage group LG1","NC_042997.1",111784995,111788564,"-",115219804,"LOC115219804","-","XP_029645940.1",1189,"uncharacterized protein LOC115219804"
"linkage group LG1","NC_042997.1",112290965,112356012,"+",115210915,"LOC115210915","-","XP_029635559.1",161,"histone H3.v1-like"
"linkage group LG1","NC_042997.1",112368894,112499982,"-",115212270,"LOC115212270","-","XP_029636972.1",2263,"hydrocephalus-inducing protein-like"
"linkage group LG1","NC_042997.1",112535452,112707128,"-",115220578,"LOC115220578","-","XP_029646623.1",2406,"hydrocephalus-inducing protein-like"
"linkage group LG1","NC_042997.1",112718705,112748819,"+",115218585,"LOC115218585","-","XP_029644349.1",289,"peroxisome assembly protein 26-like isoform X2"
"linkage group LG1","NC_042997.1",112718705,112748776,"+",115218585,"LOC115218585","-","XP_029644355.1",276,"peroxisome assembly protein 26-like isoform X3"
"linkage group LG1","NC_042997.1",112718705,112733670,"+",115218585,"LOC115218585","-","XP_029644341.1",289,"peroxisome assembly protein 26-like isoform X1"
"linkage group LG1","NC_042997.1",112718705,112733602,"+",115218585,"LOC115218585","-","XP_029644362.1",265,"peroxisome assembly protein 26-like isoform X4"
"linkage group LG1","NC_042997.1",112753312,112874055,"-",115217094,"LOC115217094","-","XP_029642562.1",1259,"E3 ubiquitin-protein ligase RNF123-like isoform X2"
"linkage group LG1","NC_042997.1",112753312,112874055,"-",115217094,"LOC115217094","-","XP_029642554.1",1268,"E3 ubiquitin-protein ligase RNF123-like isoform X1"
"linkage group LG1","NC_042997.1",112876189,112940475,"+",115212195,"LOC115212195","-","XP_029636896.1",442,"rab GDP dissociation inhibitor alpha-like isoform X1"
"linkage group LG5","NC_043001.1",116811608,116812000,"-",115212250,"LOC115212250","-","XP_029636948.1",130,"uncharacterized protein LOC115212250"
"linkage group LG5","NC_043001.1",116838152,116859734,"+",115211976,"LOC115211976","-","XP_029636610.1",275,"CD151 antigen-like"
"linkage group LG5","NC_043001.1",116838152,116859734,"+",115211976,"LOC115211976","-","XP_029636611.1",275,"CD151 antigen-like"
"linkage group LG5","NC_043001.1",116916609,116993096,"+",115212346,"LOC115212346","-","XP_029637075.1",614,"sodium-coupled monocarboxylate transporter 2-like"
"linkage group LG5","NC_043001.1",117050268,117097312,"-",115212018,"LOC115212018","-","XP_029636673.1",498,"tRNA wybutosine-synthesizing protein 2 homolog"
"linkage group LG5","NC_043001.1",117237274,117238026,"-",115212061,"LOC115212061","-","XP_029636729.1",250,"noggin-3-like"
"linkage group LG5","NC_043001.1",117237274,117238026,"-",115212061,"LOC115212061","-","XP_029636730.1",250,"noggin-3-like"
"linkage group LG5","NC_043001.1",117409715,117416454,"-",115212297,"LOC115212297","-","XP_029637003.1",475,"metalloreductase STEAP4-like isoform X1"
"linkage group LG5","NC_043001.1",117409715,117416454,"-",115212297,"LOC115212297","-","XP_029637004.1",475,"metalloreductase STEAP4-like isoform X1"
"linkage group LG5","NC_043001.1",117409715,117411079,"-",115212297,"LOC115212297","-","XP_029637005.1",454,"metalloreductase STEAP4-like isoform X2"
"linkage group LG5","NC_043001.1",117735371,117769696,"-",115212072,"LOC115212072","-","XP_029636740.1",302,"transcriptional repressor scratch 2-like"
"linkage group LG5","NC_043001.1",117804287,117805876,"-",115212251,"LOC115212251","-","XP_029636949.1",529,"kinesin heavy chain-like"
"linkage group LG5","NC_043001.1",117810283,117810783,"-",115212252,"LOC115212252","-","XP_029636951.1",166,"uncharacterized protein LOC115212252"
"linkage group LG5","NC_043001.1",117979014,118095466,"-",115211822,"LOC115211822","-","XP_029636390.1",238,"cleavage and polyadenylation specificity factor subunit 5-like isoform X2"
"linkage group LG5","NC_043001.1",117979014,118095466,"-",115211822,"LOC115211822","-","XP_029636389.1",265,"cleavage and polyadenylation specificity factor subunit 5-like isoform X1"
"linkage group LG5","NC_043001.1",117989595,117990338,"+",115211823,"LOC115211823","-","XP_029636391.1",247,"uncharacterized protein LOC115211823"
"linkage group LG5","NC_043001.1",118096174,118114522,"-",115212077,"LOC115212077","-","XP_029636748.1",201,"tRNA wybutosine-synthesizing protein 3 homolog"
"linkage group LG5","NC_043001.1",118134225,118179952,"-",115211891,"LOC115211891","-","XP_029636496.1",588,"alpha-L-fucosidase-like"
"linkage group LG5","NC_043001.1",118193828,118214109,"-",115211738,"LOC115211738","-","XP_029636252.1",689,"eukaryotic elongation factor 2 kinase-like"
"linkage group LG5","NC_043001.1",118271530,118309718,"-",115211904,"LOC115211904","-","XP_029636510.1",537,"polymerase delta-interacting protein 3-like isoform X3"
"linkage group LG5","NC_043001.1",118271530,118309718,"-",115211904,"LOC115211904","-","XP_029636509.1",561,"uncharacterized protein LOC115211904 isoform X2"
"linkage group LG5","NC_043001.1",118271530,118309718,"-",115211904,"LOC115211904","-","XP_029636508.1",593,"uncharacterized protein LOC115211904 isoform X1"
"linkage group LG5","NC_043001.1",118403133,118505448,"+",115211637,"LOC115211637","-","XP_029636123.1",884,"bifunctional heparan sulfate N-deacetylase/N-sulfotransferase-like isoform X2"
"linkage group LG5","NC_043001.1",118403133,118505448,"+",115211637,"LOC115211637","-","XP_029636122.1",885,"bifunctional heparan sulfate N-deacetylase/N-sulfotransferase-like isoform X1"
"linkage group LG1","NC_042997.1",112876189,112940475,"+",115212195,"LOC115212195","-","XP_029636904.1",419,"rab GDP dissociation inhibitor alpha-like isoform X2"
"linkage group LG1","NC_042997.1",112962442,112965827,"-",115218980,"LOC115218980","-","XP_029644882.1",304,"uncharacterized protein LOC115218980"
"linkage group LG1","NC_042997.1",112980164,112981367,"-",115220686,"LOC115220686","-","XP_029646713.1",226,"uncharacterized protein LOC115220686"
"linkage group LG1","NC_042997.1",112997685,112999708,"+",115220769,"LOC115220769","-","XP_029646808.1",272,"uncharacterized protein LOC115220769, partial"
"linkage group LG1","NC_042997.1",113005948,113036468,"+",115216726,"LOC115216726","-","XP_029642129.1",282,"uncharacterized protein LOC115216726"
"linkage group LG1","NC_042997.1",113058692,113083515,"+",115217558,"LOC115217558","-","XP_029643156.1",288,"uncharacterized protein LOC115217558"
"linkage group LG1","NC_042997.1",113140031,113140483,"-",115220849,"LOC115220849","-","XP_029646925.1",150,"uncharacterized protein K02A2.6-like"
